image_file,mask_file,shape,cloud_coverage,mean_red,mean_green,mean_blue,mean_ir,std_red,std_green,std_blue,std_ir,corr_red_ir,corr_green_ir,corr_blue_ir
943890.tif,943890.tif,"(512, 512, 4)",1.0,660.94,624.34,557.49,538.8,90.15,80.34,73.18,65.61,0.9526,0.9599,0.9194
944151.tif,944151.tif,"(512, 512, 4)",0.7545,4725.27,4556.72,4343.97,5346.36,4032.99,3813.51,3731.21,3309.13,0.9663,0.9737,0.9692
944193.tif,944193.tif,"(512, 512, 4)",0.0185,532.87,722.69,677.24,2668.13,322.12,322.09,369.52,700.52,0.3213,0.4346,0.2157
944264.tif,944264.tif,"(512, 512, 4)",0.5131,2809.07,2820.52,3009.74,3353.39,3094.16,2920.77,2788.26,2713.92,0.9817,0.9872,0.9925
944554.tif,944554.tif,"(512, 512, 4)",0.6505,2802.06,2916.08,3207.35,3754.29,2714.97,2555.15,2432.56,2398.12,0.9536,0.9702,0.9881
944565.tif,944565.tif,"(512, 512, 4)",1.0,2895.78,2694.33,2362.97,3768.71,1360.4,1211.9,1131.23,936.12,0.9451,0.9523,0.8919
944654.tif,944654.tif,"(512, 512, 4)",0.0411,611.0,816.15,1113.52,1604.55,667.37,648.32,657.27,688.18,0.8823,0.9222,0.9585
944657.tif,944657.tif,"(512, 512, 4)",0.2772,1242.34,1375.33,1257.27,2173.73,990.56,939.26,921.36,1221.96,0.5957,0.6882,0.6726
944804.tif,944804.tif,"(512, 512, 4)",0.0391,523.12,732.3,686.52,2783.2,245.84,257.72,375.44,522.9,-0.0559,0.008,-0.2607
944809.tif,944809.tif,"(512, 512, 4)",1.0,2862.53,2644.21,2592.02,2670.04,1297.82,1239.29,1221.85,1261.76,0.9984,0.999,0.9961
944917.tif,944917.tif,"(512, 512, 4)",1.0,4671.01,4440.19,4177.96,4900.28,1269.46,1184.99,1150.68,856.35,0.9901,0.9914,0.9864
944962.tif,944962.tif,"(512, 512, 4)",1.0,919.7,859.12,768.79,769.45,191.09,174.82,164.01,154.92,0.9754,0.9817,0.9639
944986.tif,944986.tif,"(512, 512, 4)",0.1205,596.16,517.3,358.89,320.41,1054.42,996.21,947.59,911.74,0.9987,0.999,0.9969
945091.tif,945091.tif,"(512, 512, 4)",1.0,4108.16,3907.58,3626.6,4407.48,1082.92,1001.93,961.57,807.59,0.9935,0.9945,0.9808
945106.tif,945106.tif,"(512, 512, 4)",0.5739,3298.59,3292.18,2912.93,4459.41,3981.45,3530.5,3328.12,2492.75,0.9456,0.9562,0.9459
945197.tif,945197.tif,"(512, 512, 4)",0.0901,573.97,905.35,1650.3,2269.4,434.81,451.9,547.71,665.05,0.7423,0.8682,0.9568
945328.tif,945328.tif,"(512, 512, 4)",1.0,6271.95,5815.6,5447.82,5041.28,1821.05,1762.75,1716.81,1613.02,0.9914,0.9969,0.9905
945362.tif,945362.tif,"(512, 512, 4)",0.0395,432.16,717.46,562.91,2990.06,199.69,208.45,251.18,787.84,-0.0363,0.1948,-0.3894
945372.tif,945372.tif,"(512, 512, 4)",1.0,10718.92,10133.15,9638.68,9016.07,491.55,468.43,451.86,408.73,0.9783,0.9849,0.9863
945522.tif,945522.tif,"(512, 512, 4)",0.4954,2709.68,2732.29,2550.69,4486.75,3717.4,3515.42,3459.72,2938.12,0.9421,0.9502,0.9431
945664.tif,945664.tif,"(512, 512, 4)",0.0,702.61,836.26,848.61,1863.61,101.09,143.27,219.17,328.93,0.6434,0.6996,0.6602
945687.tif,945687.tif,"(512, 512, 4)",1.0,2997.02,2933.15,2943.57,3152.24,1074.47,967.03,875.35,825.54,0.9866,0.9895,0.9837
945718.tif,945718.tif,"(512, 512, 4)",1.0,7670.18,7803.08,7789.94,7730.66,1343.94,1473.56,1561.75,1515.97,0.9776,0.9949,0.9966
945742.tif,945742.tif,"(512, 512, 4)",0.3991,1173.33,1326.16,1215.85,2587.54,1691.74,1628.24,1603.05,1439.31,0.9399,0.9512,0.9436
945872.tif,945872.tif,"(512, 512, 4)",0.2454,1242.83,1471.7,1328.23,2821.59,1965.05,1802.0,1756.12,1584.84,0.8734,0.8894,0.8604
945964.tif,945964.tif,"(512, 512, 4)",1.0,729.12,659.99,582.09,560.48,117.05,98.02,87.34,72.8,0.9462,0.9551,0.9091
946305.tif,946305.tif,"(512, 512, 4)",1.0,9606.41,9005.2,8527.89,7979.11,1704.84,1653.44,1615.76,1409.73,0.9815,0.9886,0.9898
946309.tif,946309.tif,"(512, 512, 4)",0.9218,5049.64,4887.31,4603.69,5303.26,3301.11,3100.92,3049.24,2373.3,0.9805,0.9851,0.9826
946313.tif,946313.tif,"(512, 512, 4)",0.9899,6989.63,6315.74,5855.2,5530.95,3993.86,3572.64,3309.63,2798.53,0.995,0.9965,0.9924
946335.tif,946335.tif,"(512, 512, 4)",1.0,381.29,354.74,288.48,236.92,31.68,35.31,35.33,63.37,0.6745,0.7891,0.7611
946432.tif,946432.tif,"(512, 512, 4)",0.8152,1629.39,1473.66,1404.8,1401.53,1291.75,1233.94,1213.74,1218.91,0.9988,0.9993,0.9983
946561.tif,946561.tif,"(512, 512, 4)",0.0,1119.3,1301.43,1274.21,2668.38,1289.91,1224.4,1211.66,1251.59,0.7939,0.8316,0.8058
946567.tif,946567.tif,"(512, 512, 4)",0.5202,623.91,731.2,739.38,1779.57,101.21,116.49,181.09,425.75,0.0928,0.1844,-0.139
946632.tif,946632.tif,"(512, 512, 4)",0.0928,539.24,765.46,655.81,2659.81,471.32,443.04,485.77,948.24,0.1561,0.2833,-0.004
946677.tif,946677.tif,"(512, 512, 4)",0.6807,3208.92,3118.09,3076.74,3462.1,3120.26,3005.1,2944.01,2855.84,0.9881,0.9908,0.9888
946721.tif,946721.tif,"(512, 512, 4)",1.0,3365.09,3499.86,3423.97,4465.15,2251.81,2094.03,2052.6,1582.51,0.9617,0.9737,0.9745
946803.tif,946803.tif,"(512, 512, 4)",0.9979,7620.25,7135.42,6779.2,6856.41,3272.15,3025.73,2840.82,2690.65,0.9944,0.9907,0.9652
946934.tif,946934.tif,"(512, 512, 4)",1.0,7313.65,6925.27,6618.3,6571.52,1353.61,1291.36,1259.81,1009.82,0.9953,0.9962,0.9941
946952.tif,946952.tif,"(512, 512, 4)",0.3126,875.42,1098.28,1311.81,2460.29,1138.43,1121.93,1138.06,1191.4,0.8544,0.8796,0.8637
947075.tif,947075.tif,"(512, 512, 4)",0.9053,4834.74,4595.66,4306.17,5198.08,3625.01,3315.51,3203.61,2165.52,0.948,0.9522,0.943
947082.tif,947082.tif,"(512, 512, 4)",0.9152,3193.02,3159.13,2941.96,4282.38,2395.12,2157.78,2073.75,1504.99,0.8802,0.8973,0.8873
947228.tif,947228.tif,"(512, 512, 4)",0.5647,2951.4,3168.82,3436.65,4186.06,952.5,840.46,752.0,774.93,0.9231,0.9479,0.9626
947272.tif,947272.tif,"(512, 512, 4)",0.072,631.3,721.34,709.34,1757.37,141.24,159.2,212.88,466.23,0.2647,0.369,0.1221
947312.tif,947312.tif,"(512, 512, 4)",0.7964,4778.42,4736.54,4714.41,4517.62,2647.99,2413.36,2227.67,2024.15,0.9953,0.9978,0.9995
947438.tif,947438.tif,"(512, 512, 4)",0.0,1282.85,1462.62,1275.01,3070.68,1615.22,1495.86,1484.5,1332.9,0.7516,0.7872,0.7538
947458.tif,947458.tif,"(512, 512, 4)",0.8282,3483.47,3457.72,3277.13,4459.96,3538.77,3266.21,3140.89,2545.16,0.94,0.9487,0.9411
947568.tif,947568.tif,"(512, 512, 4)",0.9978,1884.13,1871.31,1729.13,2889.48,776.79,722.06,684.19,733.64,0.9334,0.942,0.8626
947591.tif,947591.tif,"(512, 512, 4)",0.9896,10489.6,9624.23,8947.0,8473.24,3974.95,3635.69,3408.67,2882.84,0.9851,0.9888,0.9801
947607.tif,947607.tif,"(512, 512, 4)",0.1478,788.82,972.28,872.12,2431.84,732.21,723.96,787.4,1318.53,0.3322,0.38,0.2722
947609.tif,947609.tif,"(512, 512, 4)",0.0053,443.72,570.06,362.61,3000.56,43.57,51.62,48.67,296.43,0.0774,0.4411,0.011
947732.tif,947732.tif,"(512, 512, 4)",1.0,9630.94,9033.57,8564.17,7965.28,550.31,528.44,515.72,494.53,0.9889,0.9955,0.9921
947903.tif,947903.tif,"(512, 512, 4)",0.9337,1331.76,1629.7,1926.73,2862.78,714.53,705.95,720.64,772.43,0.876,0.9109,0.8993
947935.tif,947935.tif,"(512, 512, 4)",0.1978,1095.99,1375.16,1244.43,3506.73,1765.27,1603.94,1553.95,1360.6,0.7758,0.8088,0.7752
947975.tif,947975.tif,"(512, 512, 4)",0.0,728.89,900.71,534.81,726.26,360.56,385.4,557.32,1108.91,0.2669,0.3205,0.6261
948014.tif,948014.tif,"(512, 512, 4)",0.9999,7228.83,7189.61,7080.34,6967.16,1257.82,1343.09,1408.81,1333.9,0.9656,0.9858,0.9869
948083.tif,948083.tif,"(512, 512, 4)",0.074,665.63,863.36,937.78,921.24,537.01,502.67,511.82,1249.99,0.3663,0.4228,0.1436
948095.tif,948095.tif,"(512, 512, 4)",0.8942,5863.99,5621.41,5450.22,5764.98,3712.33,3376.59,3133.94,2660.54,0.9778,0.9838,0.9808
948097.tif,948097.tif,"(512, 512, 4)",0.1254,671.82,994.12,1543.22,2352.62,450.4,448.8,555.23,713.69,0.6653,0.8445,0.9602
948102.tif,948102.tif,"(512, 512, 4)",0.9843,3575.13,3499.0,3285.32,4238.24,2034.46,1925.05,1881.52,1433.24,0.9662,0.9712,0.9673
948179.tif,948179.tif,"(512, 512, 4)",0.4505,1392.5,1508.68,1285.17,3257.62,1782.73,1667.76,1682.66,1374.03,0.7789,0.8092,0.778
948188.tif,948188.tif,"(512, 512, 4)",0.1734,796.18,919.27,692.83,3373.21,1096.86,1055.79,1085.77,944.86,0.7058,0.7328,0.714
948228.tif,948228.tif,"(512, 512, 4)",0.0371,671.12,789.0,849.18,1529.68,167.91,202.38,275.63,403.72,0.5122,0.5988,0.4779
948343.tif,948343.tif,"(512, 512, 4)",1.0,5863.14,5566.63,5214.87,5994.1,2894.7,2741.41,2689.62,1945.9,0.9784,0.9822,0.9808
948612.tif,948612.tif,"(512, 512, 4)",1.0,2600.98,2390.43,2285.44,2225.78,1395.34,1345.29,1312.3,1282.71,0.9994,0.9996,0.999
948799.tif,948799.tif,"(512, 512, 4)",1.0,7134.85,6690.48,6455.75,6644.6,2661.77,2440.22,2263.26,2149.85,0.9862,0.9941,0.9901
948802.tif,948802.tif,"(512, 512, 4)",0.1651,1077.33,1285.21,1258.69,2828.81,1169.08,1120.1,1127.44,1107.95,0.7996,0.8456,0.8386
948878.tif,948878.tif,"(512, 512, 4)",0.9993,1717.75,1709.4,1532.14,2792.43,570.87,525.93,498.65,472.18,0.9242,0.9312,0.7967
949153.tif,949153.tif,"(512, 512, 4)",0.9969,11161.33,10349.19,9746.96,9193.67,3474.2,3214.42,3019.55,2653.34,0.9947,0.9961,0.9893
949178.tif,949178.tif,"(512, 512, 4)",0.0,599.05,857.35,1124.97,1822.67,219.47,261.96,344.27,458.44,0.4426,0.627,0.6673
949192.tif,949192.tif,"(512, 512, 4)",0.6034,2794.57,2691.03,2474.56,3848.11,2939.02,2795.08,2778.85,2216.21,0.9121,0.9236,0.9182
949352.tif,949352.tif,"(512, 512, 4)",1.0,351.36,676.36,649.16,2777.54,232.87,215.05,244.44,467.58,0.0519,0.1123,-0.2028
949363.tif,949363.tif,"(512, 512, 4)",0.0425,506.85,883.88,971.09,2790.07,204.96,201.86,368.2,397.72,0.2881,0.4254,-0.052
949376.tif,949376.tif,"(512, 512, 4)",1.0,8729.97,8010.68,7508.31,7300.36,1508.34,1372.12,1242.51,1209.96,0.9968,0.9959,0.9907
949541.tif,949541.tif,"(512, 512, 4)",0.1041,416.84,707.61,474.2,3873.23,418.26,409.73,424.3,1336.49,0.1723,0.3723,0.0892
949767.tif,949767.tif,"(512, 512, 4)",0.9589,3310.77,3291.22,3231.72,4588.57,1763.04,1690.75,1678.85,1623.02,0.9589,0.9653,0.9592
949884.tif,949884.tif,"(512, 512, 4)",1.0,7101.25,6671.98,6437.56,6588.41,2047.74,1904.71,1813.42,1761.89,0.9926,0.9968,0.9902
950069.tif,950069.tif,"(512, 512, 4)",0.9934,8588.15,8128.35,7718.89,7434.44,3973.52,3777.2,3653.98,3169.39,0.992,0.9946,0.9919
950083.tif,950083.tif,"(512, 512, 4)",1.0,3873.14,3729.14,3529.33,4291.69,1087.89,1048.26,1093.32,1027.27,0.9238,0.9414,0.9343
950132.tif,950132.tif,"(512, 512, 4)",0.2511,1371.62,1601.51,1508.13,3322.87,2050.49,1831.29,1725.12,1336.98,0.9213,0.9309,0.9163
950155.tif,950155.tif,"(512, 512, 4)",0.0,2514.43,2671.87,2723.82,3308.22,993.53,841.54,758.25,679.73,0.958,0.9702,0.9587
950360.tif,950360.tif,"(512, 512, 4)",0.9994,2427.45,2241.15,2080.23,1949.05,356.24,337.9,331.97,319.59,0.9933,0.9954,0.989
950389.tif,950389.tif,"(512, 512, 4)",0.4498,1157.8,1201.35,1013.08,3174.39,1420.5,1358.9,1380.55,1245.05,0.6946,0.7191,0.6889
950472.tif,950472.tif,"(512, 512, 4)",0.1242,374.24,474.94,337.39,2418.95,346.67,342.9,358.89,474.76,0.4828,0.5467,0.4892
950544.tif,950544.tif,"(512, 512, 4)",0.7615,3238.72,3208.34,2987.62,4181.07,2895.66,2702.54,2645.66,2018.21,0.9443,0.9516,0.9423
950576.tif,950576.tif,"(512, 512, 4)",0.9986,5728.3,5420.61,5067.71,5862.77,3122.04,2942.81,2868.57,2088.09,0.9839,0.9864,0.9851
950823.tif,950823.tif,"(512, 512, 4)",0.9783,6123.83,5725.37,5624.0,5822.57,3054.84,2805.32,2587.69,2494.26,0.9905,0.9965,0.9929
950874.tif,950874.tif,"(512, 512, 4)",0.2724,954.6,1137.74,1244.78,2394.39,1389.38,1326.95,1330.56,1199.74,0.8599,0.8903,0.8828
950916.tif,950916.tif,"(512, 512, 4)",1.0,4626.47,4301.7,4118.17,4170.58,3667.08,3476.64,3346.2,3393.23,0.9994,0.9996,0.9986
951201.tif,951201.tif,"(512, 512, 4)",1.0,9294.72,8466.79,7829.93,7862.65,1014.21,908.54,833.77,674.82,0.9716,0.989,0.9545
951211.tif,951211.tif,"(512, 512, 4)",0.0,2877.23,2897.52,2906.83,3127.19,679.65,608.19,564.07,542.97,0.9898,0.9916,0.9737
951327.tif,951327.tif,"(512, 512, 4)",0.4708,749.04,710.17,660.87,601.59,388.04,380.7,383.64,368.92,0.9943,0.9938,0.9783
951331.tif,951331.tif,"(512, 512, 4)",0.263,1217.28,1470.88,1344.4,3349.34,1514.06,1377.59,1325.95,1200.0,0.8379,0.8584,0.8378
951452.tif,951452.tif,"(512, 512, 4)",0.2313,795.21,919.08,890.95,2255.25,1523.67,1465.34,1436.51,1346.43,0.9267,0.9389,0.9326
951703.tif,951703.tif,"(512, 512, 4)",0.0,345.53,605.76,479.54,2949.23,139.16,162.28,219.9,737.97,-0.2001,0.0426,-0.5904
951706.tif,951706.tif,"(512, 512, 4)",1.0,11392.5,10723.65,10140.57,9604.8,2258.46,2159.69,2089.27,1805.81,0.9886,0.9927,0.9882
951732.tif,951732.tif,"(512, 512, 4)",0.733,4074.18,3921.97,3617.2,4437.48,3523.67,3168.03,2977.72,2478.33,0.9602,0.9697,0.9663
951755.tif,951755.tif,"(512, 512, 4)",0.0335,1380.22,2010.15,2758.03,3144.28,273.63,345.29,441.08,481.19,0.81,0.9113,0.9752
952117.tif,952117.tif,"(512, 512, 4)",1.0,3241.89,2976.89,2851.06,2813.73,2978.55,2818.08,2737.51,2736.47,0.9992,0.9996,0.9984
952227.tif,952227.tif,"(512, 512, 4)",1.0,4793.93,4552.58,4296.46,5037.77,2160.54,1999.92,1917.23,1634.76,0.9965,0.9972,0.9905
952283.tif,952283.tif,"(512, 512, 4)",0.9928,4867.23,4687.2,4585.47,5128.7,2433.69,2325.63,2293.63,2123.14,0.9921,0.9959,0.9946
952308.tif,952308.tif,"(512, 512, 4)",1.0,2901.85,2720.68,2553.15,2537.11,992.62,922.07,874.23,879.38,0.9921,0.993,0.9645
952336.tif,952336.tif,"(512, 512, 4)",0.0329,460.01,766.08,536.5,3182.4,182.85,209.78,197.48,474.43,0.2612,0.492,0.1934
952547.tif,952547.tif,"(512, 512, 4)",0.0,1273.5,1730.27,2107.42,2819.43,163.7,228.0,320.14,351.47,0.6773,0.7492,0.6898
952631.tif,952631.tif,"(512, 512, 4)",1.0,1625.85,1730.62,1759.82,2718.5,1028.91,1089.06,1229.72,1273.84,0.9228,0.9315,0.9214
952646.tif,952646.tif,"(512, 512, 4)",0.4806,2710.39,2691.67,2766.84,3305.24,3537.39,3359.22,3208.04,3037.19,0.9839,0.9877,0.9882
952657.tif,952657.tif,"(512, 512, 4)",0.1938,729.7,1005.19,1035.67,2761.29,940.0,878.79,885.03,841.63,0.7057,0.757,0.6884
952679.tif,952679.tif,"(512, 512, 4)",0.9974,5348.36,5132.04,5052.34,5343.03,2941.24,2809.54,2731.89,2627.5,0.9941,0.9971,0.9959
952878.tif,952878.tif,"(512, 512, 4)",0.0148,323.27,506.19,274.8,3057.36,158.38,151.48,150.48,328.05,0.2903,0.4347,0.2648
952924.tif,952924.tif,"(512, 512, 4)",0.7026,2517.59,2562.21,2282.44,4077.49,3025.18,2809.76,2777.53,2035.01,0.9346,0.9449,0.938
952941.tif,952941.tif,"(512, 512, 4)",0.8258,1269.97,1433.2,1230.41,3238.62,1349.22,1277.18,1297.43,1018.4,0.8758,0.8946,0.8775
952993.tif,952993.tif,"(512, 512, 4)",1.0,4598.92,4370.14,4109.38,4962.03,2092.19,1924.78,1849.34,1542.91,0.9908,0.9916,0.9778
953025.tif,953025.tif,"(512, 512, 4)",1.0,2293.92,2155.58,1761.14,1798.55,541.7,499.04,521.11,560.73,0.9365,0.957,0.9819
953085.tif,953085.tif,"(512, 512, 4)",0.746,2493.96,2693.02,2961.78,3662.51,2209.61,2012.34,1869.13,1663.93,0.9246,0.9448,0.9491
953266.tif,953266.tif,"(512, 512, 4)",1.0,8617.08,8166.82,7745.4,7562.55,1498.51,1421.21,1360.96,1155.51,0.9931,0.9951,0.9944
953350.tif,953350.tif,"(512, 512, 4)",0.9781,7618.38,7203.32,6858.87,6852.81,3389.66,3234.31,3163.3,2590.95,0.9913,0.9938,0.9928
953452.tif,953452.tif,"(512, 512, 4)",1.0,2832.96,3035.06,3199.0,3778.23,1206.03,1038.38,944.78,799.9,0.8729,0.9109,0.9128
953568.tif,953568.tif,"(512, 512, 4)",0.0136,478.01,350.82,174.8,136.25,70.2,65.46,53.57,55.44,0.8069,0.8318,0.9015
953610.tif,953610.tif,"(512, 512, 4)",0.124,682.86,748.75,689.2,2405.92,1226.28,1180.83,1180.6,1276.01,0.8629,0.8776,0.8689
953715.tif,953715.tif,"(512, 512, 4)",0.2007,1188.18,1223.74,1080.03,2814.66,1705.79,1650.32,1686.4,1402.53,0.8749,0.8878,0.8801
953740.tif,953740.tif,"(512, 512, 4)",0.0,4292.36,4202.2,4210.8,4206.68,1267.84,1144.51,1074.37,1060.42,0.9898,0.9919,0.9657
953797.tif,953797.tif,"(512, 512, 4)",0.4029,1162.4,1194.14,1016.39,3048.49,1404.2,1354.16,1386.99,1179.6,0.736,0.7609,0.7449
954017.tif,954017.tif,"(512, 512, 4)",0.0,399.28,265.86,36.5,23.15,35.43,46.55,8.16,7.26,0.0909,0.0322,0.2289
954142.tif,954142.tif,"(512, 512, 4)",0.8637,1345.56,1455.21,1263.96,3309.52,1039.89,947.59,958.69,567.5,0.8749,0.8857,0.8695
954441.tif,954441.tif,"(512, 512, 4)",0.1969,861.69,1076.96,1040.66,2063.98,346.56,326.33,353.48,374.46,0.5676,0.6067,0.5769
954551.tif,954551.tif,"(512, 512, 4)",1.0,6680.15,6229.4,5816.37,6101.66,888.81,825.27,783.88,681.89,0.9921,0.9935,0.983
954596.tif,954596.tif,"(512, 512, 4)",0.9245,6948.49,6542.82,6101.21,6629.12,4294.28,3919.67,3734.72,2840.41,0.9737,0.9781,0.9744
954628.tif,954628.tif,"(512, 512, 4)",0.6768,7704.9,7201.51,6656.55,7178.3,6188.43,5466.82,5054.48,3858.14,0.9853,0.9876,0.9811
954779.tif,954779.tif,"(512, 512, 4)",1.0,1284.84,1323.74,1253.08,2370.95,491.26,556.69,676.61,750.8,0.8459,0.8677,0.8449
954814.tif,954814.tif,"(512, 512, 4)",1.0,1958.49,2898.71,4045.38,5042.34,250.98,272.69,329.66,406.36,0.7296,0.8886,0.9667
954815.tif,954815.tif,"(512, 512, 4)",0.7452,5029.78,4877.6,4560.88,5511.8,3816.24,3549.16,3427.38,2619.11,0.9792,0.9822,0.9761
954845.tif,954845.tif,"(512, 512, 4)",0.2807,649.3,754.16,763.19,1776.06,651.71,625.63,628.5,931.74,0.6559,0.7359,0.6946
954987.tif,954987.tif,"(512, 512, 4)",0.0438,463.93,669.91,695.5,2297.13,316.8,332.85,384.97,492.7,0.5469,0.5967,0.4912
955088.tif,955088.tif,"(512, 512, 4)",0.8376,1566.8,1427.88,1366.53,1356.58,1450.27,1394.25,1366.75,1358.01,0.9987,0.9992,0.9984
955374.tif,955374.tif,"(512, 512, 4)",1.0,2770.87,2608.23,2462.53,2240.99,694.13,676.25,680.56,658.0,0.9907,0.9941,0.9909
955413.tif,955413.tif,"(512, 512, 4)",0.0,572.44,767.17,916.55,1343.71,201.36,263.35,329.21,414.3,0.8763,0.9204,0.9106
955604.tif,955604.tif,"(512, 512, 4)",0.2038,958.44,1174.8,1055.83,3367.84,1048.28,942.68,907.97,811.75,0.6979,0.7322,0.6827
955653.tif,955653.tif,"(512, 512, 4)",0.0,1228.53,1984.17,3134.71,3790.8,194.95,287.72,483.62,509.72,0.8411,0.9262,0.9663
955662.tif,955662.tif,"(512, 512, 4)",0.9959,6024.02,5688.55,5379.44,5911.7,2026.67,1864.74,1788.78,1529.01,0.9947,0.9958,0.9844
956113.tif,956113.tif,"(512, 512, 4)",0.2655,1142.21,1396.87,1288.46,3009.09,544.91,521.37,523.89,640.56,0.6554,0.7262,0.6548
956156.tif,956156.tif,"(512, 512, 4)",0.141,1043.65,1294.7,1234.65,2866.03,532.43,507.53,509.39,566.72,0.6858,0.749,0.7006
956253.tif,956253.tif,"(512, 512, 4)",0.5485,2358.26,2433.52,2306.05,3576.77,2695.32,2542.85,2488.49,2110.07,0.9288,0.9437,0.9401
956255.tif,956255.tif,"(512, 512, 4)",0.3293,1332.73,1400.24,1324.27,2354.35,460.83,527.35,658.02,749.81,0.8602,0.8833,0.8667
956360.tif,956360.tif,"(512, 512, 4)",0.0,901.88,995.99,1006.63,1903.55,468.53,472.49,484.91,882.7,0.6488,0.7431,0.674
956401.tif,956401.tif,"(512, 512, 4)",0.0643,681.06,876.66,996.38,623.62,468.29,444.52,437.54,776.21,0.584,0.6186,0.4527
956429.tif,956429.tif,"(512, 512, 4)",0.0566,568.55,849.92,749.69,2892.43,427.03,426.86,577.29,1262.63,-0.2264,-0.1231,-0.3525
956572.tif,956572.tif,"(512, 512, 4)",1.0,2924.09,3606.01,4370.43,5181.9,827.12,743.15,674.07,692.79,0.9398,0.9628,0.9518
956639.tif,956639.tif,"(512, 512, 4)",1.0,943.22,1188.37,1482.78,2423.87,332.13,343.38,384.03,479.11,0.7916,0.8636,0.887
956721.tif,956721.tif,"(512, 512, 4)",1.0,1725.3,1723.64,1576.16,3309.62,773.57,751.25,769.86,565.0,0.8772,0.886,0.8683
956727.tif,956727.tif,"(512, 512, 4)",0.4786,743.71,850.09,646.51,2758.66,842.56,794.17,798.22,784.37,0.6097,0.6563,0.6085
956794.tif,956794.tif,"(512, 512, 4)",0.6805,3812.4,3707.78,3853.22,4347.19,3728.07,3386.62,3075.87,2881.59,0.9722,0.9826,0.9907
956795.tif,956795.tif,"(512, 512, 4)",0.9656,1470.77,1686.62,2392.75,2761.47,821.79,738.12,674.0,657.66,0.9201,0.9446,0.978
956800.tif,956800.tif,"(512, 512, 4)",0.8867,4682.84,4478.07,4128.85,5006.06,3807.92,3444.26,3276.75,2573.2,0.9669,0.9734,0.967
956835.tif,956835.tif,"(512, 512, 4)",0.1905,879.66,814.52,704.11,609.3,124.72,120.78,119.92,121.23,0.9585,0.9687,0.8988
956934.tif,956934.tif,"(512, 512, 4)",1.0,3847.16,3688.37,3423.57,4611.96,1762.34,1626.53,1569.12,1274.27,0.9935,0.9948,0.9838
957091.tif,957091.tif,"(512, 512, 4)",1.0,2389.0,2149.88,1932.5,1559.8,217.74,186.28,159.62,152.01,0.9853,0.9851,0.9671
957150.tif,957150.tif,"(512, 512, 4)",0.9032,4545.71,4469.19,4301.2,5360.15,3633.73,3319.29,3163.7,2437.34,0.9417,0.952,0.9476
957179.tif,957179.tif,"(512, 512, 4)",0.7937,931.64,1075.11,1050.49,2331.03,215.27,204.77,207.38,282.3,0.6442,0.7172,0.5789
957266.tif,957266.tif,"(512, 512, 4)",1.0,2549.57,2412.54,2251.59,2073.29,628.96,611.9,615.44,595.43,0.9929,0.9963,0.9937
957525.tif,957525.tif,"(512, 512, 4)",0.0131,557.86,730.9,613.6,3037.17,402.76,404.96,518.84,807.55,0.0727,0.1,-0.103
957710.tif,957710.tif,"(512, 512, 4)",0.127,814.01,1008.85,1256.37,2224.77,657.15,649.68,702.71,687.05,0.8816,0.902,0.8641
957730.tif,957730.tif,"(512, 512, 4)",0.0051,381.96,410.01,288.71,460.28,59.14,117.22,109.1,816.11,0.2885,0.7535,0.6317
957915.tif,957915.tif,"(512, 512, 4)",0.0005,255.92,122.57,55.42,46.81,152.58,146.5,143.56,139.6,0.9939,0.9962,0.9945
958029.tif,958029.tif,"(512, 512, 4)",0.2993,1375.18,1602.13,1497.49,3326.6,2108.87,1886.2,1779.24,1347.14,0.922,0.9325,0.9216
958130.tif,958130.tif,"(512, 512, 4)",0.6555,3160.67,3124.78,3268.61,3805.34,2710.83,2546.02,2361.89,2148.44,0.9713,0.9786,0.988
958136.tif,958136.tif,"(512, 512, 4)",0.6506,3099.32,3139.34,2845.59,4328.36,3143.22,2886.49,2802.15,2225.8,0.9248,0.9374,0.928
958160.tif,958160.tif,"(512, 512, 4)",0.4103,1870.68,2132.05,2424.62,3191.05,1789.93,1639.52,1545.34,1401.13,0.907,0.935,0.9467
958179.tif,958179.tif,"(512, 512, 4)",1.0,1266.07,1247.98,1042.9,921.25,120.45,139.19,114.84,89.21,0.9588,0.9408,0.928
958182.tif,958182.tif,"(512, 512, 4)",0.0,396.33,605.23,739.66,1712.42,106.79,119.15,212.5,351.31,-0.0418,0.3206,0.116
958620.tif,958620.tif,"(512, 512, 4)",1.0,1122.31,1221.38,1248.62,2050.53,520.99,573.72,678.03,816.42,0.8576,0.8706,0.8417
958729.tif,958729.tif,"(512, 512, 4)",0.4395,1589.24,1428.39,1325.65,1325.98,2246.52,2162.05,2157.64,2224.78,0.9983,0.9993,0.9961
958747.tif,958747.tif,"(512, 512, 4)",0.1079,2271.72,2237.49,1581.5,1385.76,502.08,467.88,476.76,510.4,0.8378,0.8494,0.9354
958835.tif,958835.tif,"(512, 512, 4)",0.3283,1905.9,1980.23,2091.36,2566.27,2649.43,2494.58,2380.15,2327.38,0.9791,0.9847,0.9871
959099.tif,959099.tif,"(512, 512, 4)",0.3712,1898.97,2049.74,1739.48,3664.31,2325.64,2087.55,2030.84,1489.89,0.8779,0.8956,0.8783
959222.tif,959222.tif,"(512, 512, 4)",0.0,267.17,409.41,273.13,1942.64,45.45,83.22,80.72,547.58,0.3538,0.7373,0.4706
